ID;pdf_name;keyword;page_num;line_num;line_text;token_text
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;1;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;2;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;3;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;4;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;5;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;6;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;7;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;8;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;9;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;10;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;11;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;12;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;13;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;14;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;15;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;16;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;17;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;18;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;19;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;20;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;21;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;22;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;23;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;24;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;25;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;26;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;27;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;28;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;29;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;30;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;31;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;32;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;33;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;34;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;35;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;36;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;37;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;38;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;39;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;40;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;41;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;42;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;43;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;44;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;45;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;46;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;47;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;48;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;49;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;50;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;51;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;52;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;53;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;54;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;55;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;56;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;57;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;58;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;59;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;60;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;61;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;62;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;63;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;64;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;65;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;66;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;67;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;68;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;69;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;70;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;71;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;72;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;73;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;74;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;75;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;76;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;77;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;78;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;79;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;80;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;81;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;82;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;83;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;84;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;85;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;86;;
